off	new_ids	string
0x003175d0	cbuttons	menu cbuttons %d
0x002e4a7c	menupage	menupage
0x00303d58	actimes	meter:actimes
0x00303d78	cmdbuf	meter:cmdbuf
0x00303d1c	cpustack	meter:cpustack
0x00303d48	cputimes	meter:cputimes
0x00303d0c	distack	meter:distack
0x00303d94	perfdata1	meter:perfdata1
0x00303da4	perfdata2	meter:perfdata2
0x00303de0	perfdata3	meter:perfdata3
0x00303df0	perfdata4	meter:perfdata4
0x00303d38	rcptimes	meter:rcptimes
0x00303d68	sctimes	meter:sctimes
0x0030d04c	mikadalon	mikadalon.c
0x002e83d4	mmAllocDi	mmAllocDi(%s,%d): Size==0 : RA:0x%08x
0x002e83fc	mmAllocDi	mmAllocDi(%s,%d): failed : RA:0x%08x
0x002e83b0	mmRealloc	mmRealloc(0x%08x,%d), RA:0x%08x
0x002e8318	mm_dolphin	mm_dolphin.c
0x00313098	lightSetup	mmp_barrel:lightSetup
0x002e9290	freezemodel	mod:freezemodel
0x002e86ec	globalAnimBuffer	mod:globalAnimBuffer
0x002f7560	modanimeflash1	modanimeflash1.c
0x002fa498	modcloudrunner2	modcloudrunner2.c
0x002e9844	animOffsetTable,modelLoadOffsetTables	modelLoadOffsetTables() --- animOffsetTable is NULL
0x002e97e4	modelLoadOffsetTables,modelOffsetTable	modelLoadOffsetTables() --- modelOffsetTable is NULL
0x002f3200	modelfx	modelfx.c
0x002e8690	models_dolphin	models_dolphin.c
0x002f2730	TEXMIX,framesize	modgfx can't TEXMIX framesize %d
0x002f26cc	event2	modgfx:event2
0x002f2700	light1	modgfx:light1
0x002f2678	mempos	modgfx:mempos
0x00324010	modv1	modv1
0x002d1d70	mtxvec	mtxvec.c
0x0030d128	mutatedeba	mutatedeba.c
0x002f1834	tzones2	nday:tzones2
0x002ed914	net_route	net_route: No support for this type of node %d x=%f y=%f z=%f
0x002f185c	newday	newday.c
0x002f1844	newday	newday:NTri
0x002f1850	newday	newday:Vtx
0x00323578	newfog	newfog
0x0030eb70	seqno	newseqobj %d error: seqno is required
0x00310c78	newtrigger	newtrigger.c
0x002e7f84	no_diprintf	no_diprintf %d
0x002f36e0	availiable	not availiable in editor mode
0x002eb9c8	numMatrices	numMatrices=%d
0x002e9e30	fileno	ob %d fileno %d
0x002eb534	circlepols	obj:circlepols
0x002e9ad4	contnobuf	obj:contnobuf
0x002e9af4	deflist	obj:deflist
0x002e9ab8	dellist	obj:dellist
0x002e9ac4	locklist	obj:locklist
0x002e9ae4	objtypes	obj:objtypes
0x002e9e80	tempindex	obj:tempindex
0x002e9e90	templine	obj:templine
0x002ea7ec	objDistObj2Def	objDistObj2Def: check your pointers
0x002ea8b0	objDistObj2DefXZ	objDistObj2DefXZ: check your pointers
0x002ea748	objDistObj2Obj	objDistObj2Obj: check your pointers
0x002ea798	objDistObj2ObjXZ	objDistObj2ObjXZ: check your pointers
0x002ea888	objDistSqObj2Def	objDistSqObj2Def: check your pointers 
0x002ea814	objDistSqObj2DefXZ	objDistSqObj2DefXZ: check your pointers
0x002ea864	objDistSqObj2DefXZ	objDistSqObj2DefXZ: def 2 type %d
0x002ea840	objDistSqObj2DefXZ	objDistSqObj2DefXZ: obj 1 type %d
0x002ea770	objDistSqObj2Obj	objDistSqObj2Obj: check your pointers
0x002ea7c0	objDistSqObj2ObjXZ	objDistSqObj2ObjXZ: check your pointers
0x002ea100	objFreeEffectBox	objFreeEffectBox: Not found
0x002e9d58	objFreeTick	objFreeTick %08x locked %d,already on list
0x002e9ea0	objGetControlNo	objGetControlNo objtype out of range %d/%d
0x002e9b18	objGetSequence	objGetSequence objtype out of range %d/%d
0x002e9f4c	objGetTypeNo	objGetTypeNo objtype out of range %d/%d
0x002e9b98	objSetupObjectActual	objSetupObjectActual objtype out of range %d/%d
0x002e9ef8	objTypeGetClass	objTypeGetClass objtype out of range %d/%d
0x002e9ecc	objTypeGetFlags	objTypeGetFlags objtype out of range %d/%d
0x002e9f24	objTypeName	objTypeName objtype out of range %d/%d
0x002efc90	objdef_store	objdef_store
0x00309e04	delromdef,objed	objed:delromdef
0x00309df4	lookat,objed	objed:lookat
0x0030981c	MAX_OBJ_DISABLED,objedit	objedit.c: MAX_OBJ_DISABLED exceeded
0x002ea580	MAX_HITSTORE	objhits.c: MAX_HITSTORE overflow
0x002ea444	keysize	objhits.c: keysize overflow error
0x002ea344	hitmods,ohits	ohits:hitmods
0x002ea374	hitspheres,ohits	ohits:hitspheres
0x002ea388	hitspheres2,ohits	ohits:hitspheres2
0x002ea39c	hitspheres3,ohits	ohits:hitspheres3
0x002ea3b0	hitspheres4,ohits	ohits:hitspheres4
0x002ea364	hitvols,ohits	ohits:hitvols
0x002ea354	lasthits,ohits	ohits:lasthits
0x003215bf	pERROR	pERROR: end of curve reached
0x002ff2e7	pcamshipbattle	pcamshipbattle
0x0030ae14	perform_viewer	perform_viewer.c
0x002f2a40	mempos	pgfx:mempos
0x002f2a88	mlight1	pgfx:mlight1
0x002ed264	piDVDCallbackAnim	piDVDCallbackAnim %x
0x002ed750	piDVDCallbackAnimCurve	piDVDCallbackAnimCurve %x
0x002ed76c	AnimCurveTab,piDVDCallbackAnimCurveTab	piDVDCallbackAnimCurveTab  error on AnimCurveTab
0x002ed7a0	piDVDCallbackAnimCurveTab	piDVDCallbackAnimCurveTab %x
0x002ed720	piDVDCallbackAnimCurveb	piDVDCallbackAnimCurveb  error on AnimCurve
0x002ed23c	ANIMBIN,piDVDCallbackAnimbin	piDVDCallbackAnimbin  error on ANIMBIN
0x002ed1b8	ANIMTAB,piDVDCallbackAnimtab	piDVDCallbackAnimtab  error on ANIMTAB
0x002ed1e0	piDVDCallbackAnimtab	piDVDCallbackAnimtab %x
0x002ed690	BLOCKBIN,piDVDCallbackBlockbin	piDVDCallbackBlockbin  error on BLOCKBIN
0x002ed6d8	BLOCKSTAB,piDVDCallbackBlockstab	piDVDCallbackBlockstab  error on BLOCKSTAB
0x002ed1fc	MODBIN,piDVDCallbackModbin	piDVDCallbackModbin  error on MODBIN
0x002ed19b	piDVDCallbackModtab	piDVDCallbackModtab  %x
0x002ed170	MODTAB,piDVDCallbackModtab	piDVDCallbackModtab  error on MODTAB
0x002ed224	piDVDCallbackModtab	piDVDCallbackModtab %x
0x002ed2a4	piDVDCallbackTEXTURES	piDVDCallbackTEXTURES %x
0x002ed27c	TEX2BIN,piDVDCallbackTex2bin	piDVDCallbackTex2bin  error on TEX2BIN
0x002ed548	INCORRECT,REALSUM,piDVDCallbackTex2tab33	piDVDCallbackTex2tab33 ------ CHECKSUM IS INCORRECT   0x%x  REALSUM 0x%x
0x002ed594	READING,piDVDCallbackTex2tab33	piDVDCallbackTex2tab33 ------ RE-READING
0x002ed304	REALSUM,piDVDCallbackTex2tab36	piDVDCallbackTex2tab36 ------ CHECKSUM  0x%x  REALSUM 0x%x
0x002ed340	INCORRECT,REALSUM,piDVDCallbackTex2tab36	piDVDCallbackTex2tab36 ------ CHECKSUM IS INCORRECT   0x%x  REALSUM 0x%x
0x002ed38c	READING,piDVDCallbackTex2tab36	piDVDCallbackTex2tab36 ------ RE-READING
0x002ed3d4	REALSUM,piDVDCallbackTex2tab78	piDVDCallbackTex2tab78 ------ CHECKSUM  0x%x  REALSUM 0x%x
0x002ed410	INCORRECT,REALSUM,piDVDCallbackTex2tab78	piDVDCallbackTex2tab78 ------ CHECKSUM IS INCORRECT   0x%x  REALSUM 0x%x
0x002ed45c	READING,piDVDCallbackTex2tab78	piDVDCallbackTex2tab78 ------ RE-READING
0x002ed488	TEXBIN,piDVDCallbackTexbin	piDVDCallbackTexbin  error on TEXBIN
0x002ed2c0	TEX2TAB,piDVDCallbackTextab	piDVDCallbackTextab  error on TEX2TAB
0x002ed4c8	piDVDCallbackTextab	piDVDCallbackTextab  error on TEXTAB
0x002ed50c	REALSUM,piDVDCallbackTextab33	piDVDCallbackTextab33 ------ CHECKSUM  0x%x  REALSUM 0x%x
0x002ed5dc	REALSUM,piDVDCallbackTextab76	piDVDCallbackTextab76 ------ CHECKSUM  0x%x  REALSUM 0x%x
0x002ed618	INCORRECT,REALSUM,piDVDCallbackTextab76	piDVDCallbackTextab76 ------ CHECKSUM IS INCORRECT   0x%x  REALSUM 0x%x
0x002ed664	READING,piDVDCallbackTextab76	piDVDCallbackTextab76 ------ RE-READING
0x002ed6bc	piDVDCallbackblockbin	piDVDCallbackblockbin %x
0x002ed704	piDVDCallbackblocktab	piDVDCallbackblocktab %x
0x002ed2e8	piDVDCallbacktex2tab36	piDVDCallbacktex2tab36 %x
0x002ed3b8	piDVDCallbacktex2tab78	piDVDCallbacktex2tab78 %x
0x002ed4b0	piDVDCallbacktexbin	piDVDCallbacktexbin %x
0x002ed4f0	piDVDCallbacktextab33	piDVDCallbacktextab33 %x
0x002ed5c0	piDVDCallbacktextab76	piDVDCallbacktextab76 %x
0x002ec6b8	DB_MAPINDEX,DB_MAPS,piGetMapInfo	piGetMapInfo() ----- table DB_MAPS or DB_MAPINDEX not loaded
0x002ec6f8	DB_MODELS,piGetModelInfo	piGetModelInfo() ----- table DB_MODELS not loaded
0x002ec764	DB_TEXTURES,piGetTEXTUREInfo	piGetTEXTUREInfo() ----- table DB_TEXTURES not loaded
0x002ec72c	DB_TEXTURES,piGetTExtureInfo	piGetTExtureInfo() ----- table DB_TEXTURES not loaded
0x002ecf08	piMergeIndex,tabfiles	piMergeIndex  one or other tabfiles is not loaded %x %x
0x002ecff0	flist,piRomFreeLevel	piRomFreeLevel(): flist array overflow
0x002ec808	mapNumber,piRomGetGamNumber	piRomGetGamNumber() ----- mapNumber <%d> too high
0x002ec7ac	DB_MAPS	piRomLoadSection(): DB_MAPS Bin Not Loaded
0x002f0108	plMusicactions	plMusicactions->actions[i]
0x002f6f8c	playerno	playerno set to %d!
0x002f15d8	preemptSequenceTime	preemptSequenceTime() Overflow!!
0x0030ee28	prempting	prempting the sequence
0x002f396c	prerotates	prerotates the effect..yaw rot is independent 
0x0030e888	projswitch	projswitch.c
0x0031a460	pswitch	pswitch.c
0x002e7dd8	ptossell	ptossell
0x0030e49c	pushpull	pushpull.c
0x00302110	qInfoShow	qInfoShow
0x0030211c	qInfoShowTex	qInfoShowTex
0x002ed828	queue_top	queue_top: queue empty
0x002f601c	racePostion	racePostion: Error! (romdefno: %d) %d %i  
0x002e4a88	racelose	racelose
0x003230dc	racewin	racewin
0x002f3a44	cinders	randomly sways the effect like the cinders
0x002ed7d4	rcpScreenWrite	rcpScreenWrite: Texture too big
0x002ed7c0	GfxFifo	rcp_dolphin:GfxFifo
0x00303fe0	rcplists1	rcplists1
0x00303fec	rcplists2	rcplists2
0x00303ff8	rcplists3	rcplists3
0x00304004	rcplists4	rcplists4
0x002e14e0	reverb_fx	reverb_fx.c
0x00320474	roarMode	roarMode
0x0030d02c	robotPatrol	robotPatrol.c
0x00312028	robotpatrol	robotpatrol.c
0x002f0444	Mapno,romdefMove_Restore	romdefMove_Restore: Mapno overflow!!
0x002f03f4	Mapno,romdefMove_Set	romdefMove_Set: Mapno overflow!!
0x0030d6d0	rope_baddie	rope_baddie.c
0x002e59b4	routepoints	route: routepoints overflow
0x002de960	s_data	s_data.c
0x003136ac	sandwormBoss	sandwormBoss.c
0x003102bc	screenoverlay	screenoverlay.c
0x002e4a94	seq_big1	seq_big1
0x002e4aa0	seq_cam1	seq_cam1
0x002e4aac	seq_cav2	seq_cav2
0x002e4ab8	seq_cdr2	seq_cdr2
0x002e4ac4	seq_cld1	seq_cld1
0x002e4ad0	seq_clr1	seq_clr1
0x002e4adc	seq_cry2	seq_cry2
0x002e4ae8	seq_cry3	seq_cry3
0x002e4af4	seq_cry5	seq_cry5
0x002e4b00	seq_dimu	seq_dimu.son
0x002e4b10	seq_disc	seq_disc.son
0x002e4b20	seq_diwi	seq_diwi.son
0x002e4b30	seq_dun4	seq_dun4
0x002e4b3c	seq_forc	seq_forc.son
0x002e4b4c	seq_gin	seq_gin.son
0x002e4b58	seq_gout	seq_gout.son
0x002e4b68	seq_gsto	seq_gsto.son
0x002e4b78	seq_gwin	seq_gwin.son
0x002e4b88	seq_holl	seq_holl.son
0x002e4b98	seq_ice3	seq_ice3.son
0x002e4ba8	seq_lava	seq_lava.son
0x002e4bb8	seq_mmp	seq_mmp.son
0x002e4bc4	seq_nwfo	seq_nwfo.son
0x003230ec	seq_ra1	seq_ra1
0x003230f4	seq_ra2	seq_ra2
0x003230fc	seq_sh	seq_sh
0x002e4bd4	seq_shw1	seq_shw1
0x002e4be0	seq_shw2	seq_shw2
0x002e4bec	seq_spir	seq_spir.son
0x002e4bfc	seq_spoo	seq_spoo.son
0x002e4c0c	seq_sprg	seq_sprg.son
0x002e4c1c	seq_stor	seq_stor.son
0x002e4c2c	seq_trea	seq_trea.son
0x002e4c3c	seq_wind	seq_wind.son
0x002e4c4c	seq_wtrt	seq_wtrt.son
0x002f04e0	memptr	shad:memptr
0x00318e00	shipgun	shipgun.c
0x00318d60	shiphead	shiphead.c
0x0030c0c4	sideFind	sideFind 1
0x0030c0d0	sideFind	sideFind 2
0x0030e6d4	sidekicktoy	sidekicktoy.c
0x0030f668	smallbasket	smallbasket.c
0x002def48	snd_init	snd_init.c
0x002defd8	snd_midictrl	snd_midictrl.c
0x002dd870	snd_synthapi	snd_synthapi.c
0x002e5a84	sparsearray	sparsearray.c
0x0031b6d8	spellplace	spellplace.c
0x0030fc98	staffaction	staffaction.c
0x00320424	standMode	standMode
0x002f1a04	membase,stars	stars:membase
0x002f19c0	sfield,stars	stars:sfield
0x002f3fb4	halflife	start alpha after halflife is passed
0x002f63f4	sentence	subtitles error: sentence has a delay less than %d ms
0x0030cc20	swarmBaddieDLL	swarmBaddieDLL
0x0030cc68	swarm_baddie	swarm_baddie.c
0x0030fba8	modelno,switching	switching to modelno %d
0x002ddd48	synthmacros	synthmacros.c
0x0030f3b0	talkobj	talkobj warning: host doesn't have the same load values as the talkobj
0x002f7300	tasktextGetTaskName	tasktextGetTaskName: index must be from 0-4
0x0030d4af	tchukachuck	tchukachuck.c
0x00301850	terrorised	terrorised by General Scales and
0x002eefa4	frametable	tex:frametable
0x002eef38	textab	tex:textab
0x002ef05c	texFreeTexture	texFreeTexture: NULL tex!!
0x002eef74	texInitTextures	texInitTextures() ---- Can't init TEXTAB !!!
0x002eef44	TEXTAB2,texInitTextures	texInitTextures() ---- Can't init TEXTAB2 !!!
0x002e7e58	texcache	texcache: %d %d/%d
0x002f42f8	texnum	texnum %d 
0x00301a8c	defeating,secret	the secret to defeating the
0x002effec	TEMP_BUFFER_SIZE,getdim	track.c: getdim(): TEMP_BUFFER_SIZE overflow
0x002efe38	trackFreeMap	trackFreeMap: Error no map!!
0x002f07ac	MAX_LINEPOINTS	trackIntersect() MAX_LINEPOINTS overflow!!!
0x002f0764	MAX_LINES	trackIntersect() MAX_LINES overflow!!!
0x002f0738	linefunctable	trackIntersect: linefunctable overflow!!!
0x002ef230	trackLoadBlockActual	trackLoadBlockActual blockNum %d not found !!
0x002effd0	trackMapResize	trackMapResize
0x002f01d8	trackObjectControl	trackObjectControl: map overflow
0x002efc4c	blkmaps	trk:blkmaps
0x002efc18	blknos	trk:blknos
0x002efc24	blkusage	trk:blkusage
0x002efc0c	cblocks	trk:cblocks
0x002efc58	entrymaps	trk:entrymaps
0x002effe0	glmap	trk:glmap
0x002efc34	mapinfo	trk:mapinfo
0x002efc40	tempbuf	trk:tempbuf
0x002efc68	vismap	trk:vismap
0x002e4c74	tst_comb	tst_comb
0x002e4c80	tst_fear	tst_fear
0x0032310c	tst_mag	tst_mag
0x00323114	tst_sac	tst_sac
0x002e4c8c	tst_skil	tst_skil
0x0032311c	tst_str	tst_str
0x00320464	turnAroundMode	turnAroundMode
0x0032043c	turnCornerMode	turnCornerMode
0x00301938	unstoppable	unstoppable. Find the SpellStone
0x002e5858	voxmem	vox:voxmem
0x0030d5b0	wall_crawler	wall_crawler.c
0x003106a8	wallanim	wallanim
0x0031a810	walltorch	walltorch.c
0x00323124	war_in	war_in
0x002f2764	dolight	warning in modgfx dolight dll no spare memory for light available
0x002f18f4	newfog	warning in newfog dll no spare memory for available
0x002f19d0	newstars	warning in newstars dll no spare memory available
0x002ea0d4	objAddEffectBox	warning: objAddEffectBox max effect boxes
0x0030fa40	waterfallcontrol	waterfallcontrol.c
0x00301920	wealth	wealth, Scales would be
0x0030dce0	weapons1	weapons1
0x002f3f3c	dandelion	what happens when you blow a dandelion
0x0030ccb0	wispBaddieDLL	wispBaddieDLL
0x0030ccf8	wisp_baddie	wisp_baddie.c
0x0031aff4	wmcrystal	wmcrystal.c
0x0031afe8	alist	wmsun:alist
0x0031214f	xCFtoggleswitch	xCFtoggleswitch.c
0x00320edf	xDRicefire	xDRicefire.c
0x002f0edb	xSETTIME	xSETTIME: time=%d
0x00324268	xyzanim	xyzanim
0x0030c904	recalculate,yawOfVector	yawOfVector: need to recalculate the vector with length
0x002ff0cf	camslide	|camslide
